Resource Category,Resource Type,Name,Description,visible,verified,tags,metricName,metricNamespace,severity,windowSize,evaluationFrequency,timeAggregation,operator,threshold,criterionType,dimensions,alertSensitivity,failingPeriods,metricMeasureColumn,resouceIdColumn,autoMitigate,references
Search,searchServices,ThrottledSearchQueriesPercentage,Percentage of search queries that were throttled for the search service,TRUE,FALSE,"auto-generated, agc-613, rag",ThrottledSearchQueriesPercentage,Microsoft.Search/searchServices,3,PT5M,PT1M,Average,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,
Logic,workflows,RunsFailed,Number of workflow runs failed.,TRUE,FALSE,"auto-generated, agc-62008",RunsFailed,Microsoft.Logic/workflows,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,ActionsFailed,Number of workflow actions failed.,TRUE,FALSE,"auto-generated, agc-9543",ActionsFailed,Microsoft.Logic/workflows,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,TriggersFailed,Number of workflow triggers failed.,TRUE,FALSE,"auto-generated, agc-8125",TriggersFailed,Microsoft.Logic/workflows,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,RunLatency,Latency of completed workflow runs.,TRUE,FALSE,"auto-generated, agc-5341",RunLatency,Microsoft.Logic/workflows,3,PT5M,PT1M,Average,GreaterThan,99999.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,RunFailurePercentage,Percentage of workflow runs failed.,TRUE,FALSE,"auto-generated, agc-2074",RunFailurePercentage,Microsoft.Logic/workflows,2,PT1H,PT15M,Total,GreaterThan,50.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,RunsSucceeded,Number of workflow runs succeeded.,TRUE,FALSE,"auto-generated, agc-1745",RunsSucceeded,Microsoft.Logic/workflows,3,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Logic,workflows,RunsStarted,Number of workflow runs started.,TRUE,FALSE,"auto-generated, agc-1612",RunsStarted,Microsoft.Logic/workflows,3,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Logic,workflows,ActionLatency,Latency of completed workflow actions.,TRUE,FALSE,"auto-generated, agc-872",ActionLatency,Microsoft.Logic/workflows,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Low,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,TriggerLatency,Latency of completed workflow triggers.,TRUE,FALSE,"auto-generated, agc-867",TriggerLatency,Microsoft.Logic/workflows,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Low,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,TriggerThrottledEvents,Number of workflow trigger throttled events.,TRUE,FALSE,"auto-generated, agc-788",TriggerThrottledEvents,Microsoft.Logic/workflows,3,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,ActionThrottledEvents,Number of workflow action throttled events..,TRUE,FALSE,"auto-generated, agc-760",ActionThrottledEvents,Microsoft.Logic/workflows,3,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,TriggersSkipped,Number of workflow triggers skipped.,TRUE,FALSE,"auto-generated, agc-707",TriggersSkipped,Microsoft.Logic/workflows,2,PT1H,PT1H,Count,GreaterThanOrEqual,5.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,RunThrottledEvents,Number of workflow action or trigger throttled events.,TRUE,FALSE,"auto-generated, agc-650",RunThrottledEvents,Microsoft.Logic/workflows,3,PT5M,PT5M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,RunStartThrottledEvents,Number of workflow run start throttled events.,TRUE,FALSE,"auto-generated, agc-622",RunStartThrottledEvents,Microsoft.Logic/workflows,3,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/logic-apps/monitor-logic-apps
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-logic-workflows-metrics"
Logic,workflows,TotalBillableExecutions,Number of workflow executions getting billed.,TRUE,FALSE,"auto-generated, agc-488",TotalBillableExecutions,Microsoft.Logic/workflows,0,PT1H,PT1M,Count,GreaterThan,5000.0,StaticThresholdCriterion,,,,,,,
Logic,workflows,RunSuccessLatency,Latency of succeeded workflow runs.,TRUE,FALSE,"auto-generated, agc-394",RunSuccessLatency,Microsoft.Logic/workflows,1,PT5M,PT1M,Total,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,
Logic,workflows,RunsCancelled,Number of workflow runs cancelled.,TRUE,FALSE,"auto-generated, agc-329",RunsCancelled,Microsoft.Logic/workflows,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Logic,workflows,RunsCompleted,Number of workflow runs completed.,TRUE,FALSE,"auto-generated, agc-259",RunsCompleted,Microsoft.Logic/workflows,3,PT1H,PT1H,Count,LessThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,,
EventGrid,topics,DeadLetteredCount,Total dead lettered events matching to this event subscription,TRUE,FALSE,"auto-generated, agc-1941",DeadLetteredCount,Microsoft.EventGrid/topics,3,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
EventGrid,topics,DeliveryAttemptFailCount,Total events failed to deliver to this event subscription,TRUE,FALSE,"auto-generated, agc-1538",DeliveryAttemptFailCount,Microsoft.EventGrid/topics,3,PT5M,PT5M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,
EventGrid,topics,PublishFailCount,Total events failed to publish to this topic,TRUE,FALSE,"auto-generated, agc-1149",PublishFailCount,Microsoft.EventGrid/topics,3,PT5M,PT5M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,
EventGrid,topics,DroppedEventCount,Total dropped events matching to this event subscription,TRUE,FALSE,"auto-generated, agc-941",DroppedEventCount,Microsoft.EventGrid/topics,3,PT5M,PT5M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,
EventGrid,systemTopics,PublishFailCount,Total events failed to publish to this topic,TRUE,FALSE,"auto-generated, agc-1051",PublishFailCount,Microsoft.EventGrid/systemTopics,0,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
EventGrid,systemTopics,DeliveryAttemptFailCount,Total events failed to deliver to this event subscription,TRUE,FALSE,"auto-generated, agc-563",DeliveryAttemptFailCount,Microsoft.EventGrid/systemTopics,3,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
EventGrid,systemTopics,DeadLetteredCount,Total dead lettered events matching to this event subscription,TRUE,FALSE,"auto-generated, agc-376",DeadLetteredCount,Microsoft.EventGrid/systemTopics,3,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
PowerBIDedicated,capacities,cpu_metric,CPU Utilization. Supported only for Power BI Embedded Generation 2 resources.,TRUE,FALSE,"auto-generated, agc-485",cpu_metric,Microsoft.PowerBIDedicated/capacities,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Synapse,workspaces,IntegrationPipelineRunsEnded,"Count of integration pipeline runs that succeeded, failed, or were cancelled",TRUE,FALSE,"auto-generated, agc-3423",IntegrationPipelineRunsEnded,Microsoft.Synapse/workspaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Result"", ""values"": [""Failed""]}]",,,,,,
Synapse,workspaces,BuiltinSqlPoolDataProcessedBytes,Amount of data processed by queries,TRUE,FALSE,"auto-generated, agc-322",BuiltinSqlPoolDataProcessedBytes,Microsoft.Synapse/workspaces,3,PT5M,PT5M,Total,GreaterThan,386547056640.0,StaticThresholdCriterion,,,,,,,
Synapse,workspaces,BuiltinSqlPoolLoginAttempts,Count of login attempts that succeded or failed,TRUE,FALSE,"auto-generated, agc-298",BuiltinSqlPoolLoginAttempts,Microsoft.Synapse/workspaces,3,PT5M,PT5M,Total,GreaterThan,360.0,StaticThresholdCriterion,,,,,,,
Synapse,workspaces,IntegrationTriggerRunsEnded,"Count of integration triggers that succeeded, failed, or were cancelled",TRUE,FALSE,"auto-generated, agc-273",IntegrationTriggerRunsEnded,Microsoft.Synapse/workspaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Exclude"", ""name"": ""Result"", ""values"": [""Succeeded""]}]",,,,,,
Synapse,workspaces,IntegrationActivityRunsEnded,"Count of integration activities that succeeded, failed, or were cancelled",TRUE,FALSE,"auto-generated, agc-261",IntegrationActivityRunsEnded,Microsoft.Synapse/workspaces,3,PT5M,PT5M,Count,GreaterThan,700.0,StaticThresholdCriterion,,,,,,,
Synapse,workspaces,sqlPools - DWUUsedPercent,Represents a high-level representation of usage across the SQL pool. Measured by taking the maximum between CPU percentage and Data IO percentage,TRUE,FALSE,"auto-generated, agc-451",DWUUsedPercent,Microsoft.Synapse/workspaces/sqlPools,3,PT5M,PT5M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Synapse,workspaces,sqlPools - CPUPercent,CPU utilization across all nodes in the SQL pool,TRUE,FALSE,"auto-generated, agc-403",CPUPercent,Microsoft.Synapse/workspaces/sqlPools,3,PT5M,PT5M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
Synapse,workspaces,sqlPools - MemoryUsedPercent,Memory utilization across all nodes in the SQL pool,TRUE,FALSE,"auto-generated, agc-284",MemoryUsedPercent,Microsoft.Synapse/workspaces/sqlPools,2,PT5M,PT5M,Maximum,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
ContainerService,managedClusters,node_cpu_usage_percentage,Aggregated average CPU utilization measured in percentage across the cluster,TRUE,FALSE,"auto-generated, agc-58888",node_cpu_usage_percentage,Microsoft.ContainerService/managedClusters,3,PT5M,PT5M,Average,GreaterThan,95.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/azure/azure-monitor/containers/container-insights-metric-alerts?tabs=arm-template%2Cazure-portal#recommended-alert-rules
ContainerService,managedClusters,node_memory_working_set_percentage,Container working set memory used in percent,TRUE,FALSE,"auto-generated, agc-56669",node_memory_working_set_percentage,Microsoft.ContainerService/managedClusters,3,PT5M,PT5M,Average,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/azure/azure-monitor/containers/container-insights-metric-alerts?tabs=arm-template%2Cazure-portal#recommended-alert-rules
ContainerService,managedClusters,node_disk_usage_percentage,Disk space used in percent by device,TRUE,FALSE,"auto-generated, agc-3850",node_disk_usage_percentage,Microsoft.ContainerService/managedClusters,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/azure/azure-monitor/containers/container-insights-metric-alerts?tabs=arm-template%2Cazure-portal#recommended-alert-rules
ContainerService,managedClusters,kube_pod_status_phase,Number of pods by phase,TRUE,FALSE,"auto-generated, agc-2360",kube_pod_status_phase,Microsoft.ContainerService/managedClusters,3,PT5M,PT1M,Average,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""phase"", ""values"": [""Failed""]}]",,,,,,https://learn.microsoft.com/azure/azure-monitor/containers/container-insights-metric-alerts?tabs=arm-template%2Cazure-portal#recommended-alert-rules
ContainerService,managedClusters,node_memory_rss_percentage,Container RSS memory used in percent,TRUE,FALSE,"auto-generated, agc-2198",node_memory_rss_percentage,Microsoft.ContainerService/managedClusters,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
ContainerService,managedClusters,cluster_autoscaler_unschedulable_pods_count,Number of pods that are currently unschedulable in the cluster,TRUE,FALSE,"auto-generated, agc-1383",cluster_autoscaler_unschedulable_pods_count,Microsoft.ContainerService/managedClusters,3,PT5M,PT1M,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
ContainerService,managedClusters,cluster_autoscaler_cluster_safe_to_autoscale,Determines whether or not cluster autoscaler will take action on the cluster,TRUE,FALSE,"auto-generated, agc-1311",cluster_autoscaler_cluster_safe_to_autoscale,Microsoft.ContainerService/managedClusters,3,PT5M,PT1M,Average,LessThan,1.0,StaticThresholdCriterion,,,,,,,
ContainerService,managedClusters,kube_node_status_condition,Statuses for various node conditions,TRUE,FALSE,"auto-generated, agc-1128",kube_node_status_condition,Microsoft.ContainerService/managedClusters,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""status2"", ""values"": [""NotReady"", ""Unknown""]}]",,,,,,https://learn.microsoft.com/azure/azure-monitor/containers/container-insights-metric-alerts?tabs=arm-template%2Cazure-portal#recommended-alert-rules
ContainerService,managedClusters,kube_pod_status_ready,Number of pods in Ready state,TRUE,FALSE,"auto-generated, agc-564",kube_pod_status_ready,Microsoft.ContainerService/managedClusters,2,PT5M,PT1M,Average,LessThan,1.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/azure/azure-monitor/containers/container-insights-metric-alerts?tabs=arm-template%2Cazure-portal#recommended-alert-rules
ContainerService,managedClusters,kube_node_status_allocatable_memory_bytes,Total amount of available memory in a managed cluster,TRUE,FALSE,"auto-generated, agc-460",kube_node_status_allocatable_memory_bytes,Microsoft.ContainerService/managedClusters,3,PT5M,PT1M,Average,LessThan,2147483648.0,StaticThresholdCriterion,,,,,,,
ContainerService,managedClusters,kube_node_status_allocatable_cpu_cores,Total number of available cpu cores in a managed cluster,TRUE,FALSE,"auto-generated, agc-314",kube_node_status_allocatable_cpu_cores,Microsoft.ContainerService/managedClusters,3,PT5M,PT1M,Average,LessThan,2.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,Errors,Runtime Errors,TRUE,FALSE,"auto-generated, agc-1705",Errors,Microsoft.StreamAnalytics/streamingjobs,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,ResourceUtilization,SU (Memory) % Utilization,TRUE,FALSE,"auto-generated, agc-1354",ResourceUtilization,Microsoft.StreamAnalytics/streamingjobs,3,PT5M,PT1M,Maximum,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,OutputWatermarkDelaySeconds,Watermark Delay,TRUE,FALSE,"auto-generated, agc-1237",OutputWatermarkDelaySeconds,Microsoft.StreamAnalytics/streamingjobs,1,PT5M,PT1M,Maximum,GreaterThan,3600.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,OutputEvents,Output Events,TRUE,FALSE,"auto-generated, agc-626",OutputEvents,Microsoft.StreamAnalytics/streamingjobs,3,PT15M,PT5M,Total,LessThanOrEqual,0.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,ConversionErrors,Data Conversion Errors,TRUE,FALSE,"auto-generated, agc-623",ConversionErrors,Microsoft.StreamAnalytics/streamingjobs,3,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,DeserializationError,Input Deserialization Errors,TRUE,FALSE,"auto-generated, agc-537",DeserializationError,Microsoft.StreamAnalytics/streamingjobs,1,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,InputEvents,Input Events,TRUE,FALSE,"auto-generated, agc-421",InputEvents,Microsoft.StreamAnalytics/streamingjobs,1,PT5M,PT1M,Total,LessThan,1.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,ProcessCPUUsagePercentage,CPU % Utilization,TRUE,FALSE,"auto-generated, agc-343",ProcessCPUUsagePercentage,Microsoft.StreamAnalytics/streamingjobs,2,PT5M,PT5M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,InputEventsSourcesBacklogged,Backlogged Input Events,TRUE,FALSE,"auto-generated, agc-341",InputEventsSourcesBacklogged,Microsoft.StreamAnalytics/streamingjobs,3,PT5M,PT1M,Maximum,GreaterThan,100000.0,StaticThresholdCriterion,,,,,,,
StreamAnalytics,streamingjobs,AMLCalloutFailedRequests,Failed Function Requests,TRUE,FALSE,"auto-generated, agc-314",AMLCalloutFailedRequests,Microsoft.StreamAnalytics/streamingjobs,3,PT1H,PT15M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,DeadletteredMessages,Count of dead-lettered messages in a Queue/Topic.,TRUE,FALSE,"auto-generated, agc-29194",DeadletteredMessages,Microsoft.ServiceBus/namespaces,3,PT5M,PT1M,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,ActiveMessages,Count of active messages in a Queue/Topic.,TRUE,FALSE,"auto-generated, agc-24605",ActiveMessages,Microsoft.ServiceBus/namespaces,3,PT5M,PT1M,Average,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,Size,Size of an Queue/Topic in Bytes.,TRUE,FALSE,"auto-generated, agc-22027",Size,Microsoft.ServiceBus/namespaces,3,PT15M,PT15M,Average,GreaterThan,3000000000.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""EntityName"", ""values"": [""*""]}]",,,,,,
ServiceBus,namespaces,Messages,Count of messages in a Queue/Topic.,TRUE,FALSE,"auto-generated, agc-7384",Messages,Microsoft.ServiceBus/namespaces,3,PT5M,PT1M,Average,GreaterThan,100000.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,ThrottledRequests,Throttled Requests for Microsoft.ServiceBus.,TRUE,FALSE,"auto-generated, agc-3342",ThrottledRequests,Microsoft.ServiceBus/namespaces,0,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,ServerErrors,Server Errors for Microsoft.ServiceBus.,TRUE,FALSE,"auto-generated, agc-3184",ServerErrors,Microsoft.ServiceBus/namespaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,NamespaceCpuUsage,Service bus premium namespace CPU usage metric.,TRUE,FALSE,"auto-generated, agc-2328",NamespaceCpuUsage,Microsoft.ServiceBus/namespaces,2,PT15M,PT5M,Average,GreaterThan,85.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,UserErrors,User Errors for Microsoft.ServiceBus.,TRUE,FALSE,"auto-generated, agc-1427",UserErrors,Microsoft.ServiceBus/namespaces,3,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,OutgoingMessages,Outgoing Messages for Microsoft.ServiceBus.,TRUE,FALSE,"auto-generated, agc-1097",OutgoingMessages,Microsoft.ServiceBus/namespaces,1,PT5M,PT1M,Total,LessThanOrEqual,0.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,NamespaceMemoryUsage,Service bus premium namespace memory usage metric.,TRUE,FALSE,"auto-generated, agc-1092",NamespaceMemoryUsage,Microsoft.ServiceBus/namespaces,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,IncomingMessages,Incoming Messages for Microsoft.ServiceBus.,TRUE,FALSE,"auto-generated, agc-725",IncomingMessages,Microsoft.ServiceBus/namespaces,2,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,AbandonMessage,Count of messages abandoned on a Queue/Topic.,TRUE,FALSE,"auto-generated, agc-468",AbandonMessage,Microsoft.ServiceBus/namespaces,2,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,ServerSendLatency,Latency of Send Message operations for Service Bus resources.,TRUE,FALSE,"auto-generated, agc-420",ServerSendLatency,Microsoft.ServiceBus/namespaces,2,PT5M,PT1M,Average,GreaterThan,500.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,ScheduledMessages,Count of scheduled messages in a Queue/Topic.,TRUE,FALSE,"auto-generated, agc-394",ScheduledMessages,Microsoft.ServiceBus/namespaces,3,PT5M,PT1M,Average,GreaterThan,500.0,StaticThresholdCriterion,,,,,,,
ServiceBus,namespaces,ActiveConnections,Total Active Connections for Microsoft.ServiceBus.,TRUE,FALSE,"auto-generated, agc-257",ActiveConnections,Microsoft.ServiceBus/namespaces,3,PT5M,PT1M,Total,GreaterThan,5000.0,StaticThresholdCriterion,,,,,,,
App,containerApps,UsageNanoCores,"CPU consumed by the container app, in nano cores. 1,000,000,000 nano cores = 1 core",TRUE,FALSE,"auto-generated, agc-1475",UsageNanoCores,Microsoft.App/containerApps,2,PT5M,PT1M,Average,GreaterThan,900000000.0,StaticThresholdCriterion,,,,,,,
App,containerApps,WorkingSetBytes,Container App working set memory used in bytes.,TRUE,FALSE,"auto-generated, agc-1376",WorkingSetBytes,Microsoft.App/containerApps,2,PT5M,PT1M,Average,GreaterThan,500000000.0,StaticThresholdCriterion,,,,,,,
App,containerApps,RestartCount,Restart count of container app replicas,TRUE,FALSE,"auto-generated, agc-766",RestartCount,Microsoft.App/containerApps,2,PT5M,PT1M,Maximum,GreaterThan,3.0,StaticThresholdCriterion,,,,,,,
App,containerApps,Replicas,Number of replicas count of container app,TRUE,FALSE,"auto-generated, agc-490",Replicas,Microsoft.App/containerApps,1,PT5M,PT1M,Maximum,LessThan,1.0,StaticThresholdCriterion,,,,,,,
Storage,storageAccounts,Availability,"The percentage of availability for the storage service or the specified API operation. Availability is calculated by taking the TotalBillableRequests value and dividing it by the number of applicable requests, including those that produced unexpected errors. All unexpected errors result in reduced availability for the storage service or the specified API operation.",TRUE,TRUE,"alz, hpc, alz, rag",Availability,Microsoft.Storage/storageAccounts,1,PT1M,PT1M,Average,LessThan,100,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/troubleshoot/azure/azure-storage/storage-monitoring-diagnosing-troubleshooting?toc=%2Fazure%2Fstorage%2Fblobs%2Ftoc.json&tabs=dotnet#monitoring-availability
https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-storage-storageaccounts-metrics"
Storage,storageAccounts,Throttling,The storage account will be throttled if throughput exceeds the account's tier limit. Increasing the file share or storage tier may be necessary.,TRUE,FALSE,"alz, hpc, alz, rag",Transactions,Microsoft.Storage/storageAccounts/fileServices,2,PT15M,PT5M,Total,GreaterThanOrEqual,1,StaticThresholdCriterion,"[{""name"": ""ResponseType"", ""operator"": ""Include"", ""values"": [""SuccessWithThrottling SuccessWithShareIopsThrottling ClientShareIopsThrottlingError""]}, {""name"": ""FileShare"", ""operator"": ""Include"", ""values"": [""SuccessWithShareEgressThrottling SuccessWithShareIngressThrottling SuccessWithShareIopsThrottling ClientShareEgressThrottlingError ClientShareIngressThrottlingError ClientShareIopsThrottlingError""]}]",,,,,false,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-storage/files-troubleshoot-performance?tabs=windows#high-latency-low-throughput-or-low-iops
Storage,storageAccounts,QueueCount,The number of queues in the storage account.,TRUE,FALSE,"auto-generated, agc-481",QueueCount,Microsoft.Storage/storageAccounts/queueServices,0,PT1H,PT1H,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/azure/storage/queues/monitor-queue-storage-reference#queue-storage-metrics
https://learn.microsoft.com/azure/storage/queues/queues-storage-monitoring-scenarios?tabs=azure-powershell"
Storage,storageAccounts,FileShareCount,The number of file shares in the storage account.,TRUE,FALSE,"auto-generated, agc-407",FileShareCount,Microsoft.Storage/storageAccounts/fileServices,0,PT1H,PT1H,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,false,
Storage,storageAccounts,UsedCapacity,"The amount of storage used by the storage account. For standard storage accounts, it's the sum of capacity used by blob, table, file, and queue. For premium storage accounts and Blob storage accounts, it is the same as BlobCapacity or FileCapacity.",TRUE,TRUE,"auto-generated, agc-42019, hpc, auto-generated, agc-35128, rag",UsedCapacity,Microsoft.Storage/storageAccounts,3,PT1H,PT1H,Average,GreaterThan,500000000000000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-storage-storageaccounts-metrics
https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#account-level"
Storage,storageAccounts,Egress,"The amount of egress data. This number includes egress to external client from Azure Storage as well as egress within Azure. As a result, this number does not reflect billable egress.",TRUE,FALSE,"auto-generated, agc-3835, hpc, auto-generated, agc-2980, rag",Egress,Microsoft.Storage/storageAccounts,2,PT5M,PT5M,Total,GreaterThan,60000000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#transaction-metrics
https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#metrics-dimensions"
Storage,storageAccounts,Ingress,"The amount of ingress data, in bytes. This number includes ingress from an external client into Azure Storage as well as ingress within Azure.",TRUE,FALSE,"auto-generated, agc-2468, hpc, auto-generated, agc-2078, rag",Ingress,Microsoft.Storage/storageAccounts,3,PT5M,PT5M,Total,GreaterThan,1073741824.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#transaction-metrics
https://learn.microsoft.com/azure/storage/blobs/monitor-blob-storage-reference#metrics-dimensions"
